"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000028925"	"028925"	"PAINT FLOURESCENT BLU 100ML"		
"0000000028926"	"028926"	"PAINT FLOURESCENT GRN 100ML"		
"0000000028927"	"028927"	"PAINT FLOURESCENT YEL 100ML"		
"0000000028928"	"028928"	"PAINT FLOURESCENT ORG 100ML"		
"0000000028929"	"028929"	"PAINT FLOURESCENT RED 100ML"		
"0000000028930"	"028930"	"PAINT FLOURESCENT PNK 100ML"		
"0000000028931"	"028931"	"PAINT FLOURESCENT MAG 100ML"		
"0000000028932"	"028932"	"PAINT TEXTILE BLK 100ML"		
"0000000028933"	"028933"	"PAINT TEXTILE BLU 100ML"		
"0000000028934"	"028934"	"PAINT TEXTILE GRN 100ML"		
"0000000028935"	"028935"	"PAINT TEXTILE LYEL 100ML"		
"0000000028936"	"028936"	"PAINT TEXTILE ORG 100ML"		
"0000000028937"	"028937"	"PAINT TEXTILE RED 100ML"		
"0000000028939"	"028939"	"PAINT TEXTILE SUPWHT 100ML"		
"0000000028940"	"028940"	"SKETCHPAD 6X9IN 30SHT"		
"0000000028941"	"028941"	"SKETCHPAD 9X12IN 30SHT"		
"0000000028942"	"028942"	"COLORED PAPER LTR 20S"		
"0000000028943"	"028943"	"COLORED PAPER LGL 20S"		
"0000000012920"	"12920"	"BALLPEN REFILL EXPRESS 785 CRO"		
"0000000012923"	"12923"	"CANON PRINTER IP2770"		
"0000000012924"	"12924"	"EPSON INKCARTRIDGE T103190 BLK"		
"0000000012925"	"12925"	"INKCARTRIDGE T103290"		
"0000000012926"	"12926"	"INKCARTRIDGE T103390"		
"0000000012927"	"12927"	"INKCARTRIDGE T103490"		
"0000000028944"	"028944"	"CRICUT MAKER 3"		
"0000000028945"	"028945"	"CRICUT SMARTVINYL PERMANENT"		
"0000000028946"	"028946"	"CRICUT SMARTVINYL PERMANENT"		
"0000000028947"	"028947"	"CRICUT SMARTVINYL REMOVABLE"		
"0000000028948"	"028948"	"CRICUT SMARTVINYL REMOVABLE"		
"0000000028949"	"028949"	"MASKING TAPE 18MMX25Y"		
"0000000028950"	"028950"	"CRICUT 13 ESSENTIAL TOOL SET"		
"0000000012928"	"12928"	"TRASHCAN 1088LABL"		
"0000000012929"	"12929"	"VERBATIM DVD-R 62253 63505"		
"0000000028951"	"028951"	"CRICUT STNDRD GRIP MATT"		
"0000000028952"	"028952"	"FOLDER REPORT COVER BLU A4"		
"0000000012932"	"12932"	"NB 45186 PERSONAL NB 80LVS"		
"0000000012933"	"12933"	"NB 06306 TRAPPER NB 100LVS"		
"0000000012934"	"12934"	"NB 06674 2SUBJ 120LVS 9.5X6IN"		
"0000000012936"	"12936"	"MGRL CHAIR ER01-T HI-BACK"		
"0000000012937"	"12937"	"CHAIR MGRL ER01T HI BACK"		
"0000000012939"	"12939"	"CHAIR MGRL ER02T MIDBACK"		
"0000000012941"	"12941"	"CHAIR VISITOR GSM1081 MESH"		
"0000000012942"	"12942"	"SMART BROADBAND PLUG IT"		
"0000000028953"	"028953"	"CASH REG ROLL JOURNAL 76X70MM"		
"0000000028954"	"028954"	"CANON BATTERY LK72"		
"0000000028955"	"028955"	"HP PRINTER PRO MFPM282NW"		
"0000000028956"	"028956"	"HP SCANNER PRO3000 S4"		
"0000000012950"	"12950"	"LABELLER P-TOUCH PT90"		
"0000000012951"	"12951"	"LABELLER P-TOUCH PT1290"		
"0000000028957"	"028957"	"TPLINK ADAPTER T2UB NANO"		
"0000000028958"	"028958"	"TPLINK ROUTER MESH DECOS4"		
"0000000028959"	"028959"	"TPLINK ROUTER MESH DECOX20"		
"0000000028960"	"028960"	"TPLINK ROUTER ARCHER TX20U PLU"		
"0000000028961"	"028961"	"TPLINK ROUTER ARCHER AX72"		
"0000000028962"	"028962"	"TPLINK EXTENDER RE605X"		
"0000000028963"	"028963"	"TPLINK TAPO P105"		
"0000000028964"	"028964"	"TPLINK TAPO P100"		
"0000000028965"	"028965"	"TPLINK TAPO P100"		
"0000000028966"	"028966"	"TPLINK TAPO L510E"		
"0000000028967"	"028967"	"TPLINK TAPO C210"		
"0000000028968"	"028968"	"TPLINK TAPO C100"		
"0000000028969"	"028969"	"TPLINK TAPO C310"		
"0000000028970"	"028970"	"EPSON PRINTER L18050"		
"0000000028971"	"028971"	"SHREDDER LX25 CROSS CUT 6SHTS"		
"0000000028972"	"028972"	"SHREDDER LX45 CROSS CUT 8SHTS"		
"0000000028973"	"028973"	"SHREDDER LX65 CROSS CUT 10SHTS"		
"0000000028991"	"028991"	"CHALK WASH CKJ05 NEON JUMBO 5S"		
"0000000028993"	"028993"	"CHALK DUSTLESS CK100C COL 100B"		
"0000000028994"	"028994"	"CLAY BAR MODELING T170 NEON"		
"0000000028995"	"028995"	"SCISSORS 6699 HEAVY DUTY 4.5IN"		
"0000000028996"	"028996"	"SCISSORS 6041 HEAVY DUTY 5.5IN"		
"0000000028997"	"028997"	"HIGHLIGHTER TWIN FOHL07 YEL"		
"0000000028998"	"028998"	"HIGHLIGHTER TWIN FOHL07 BLU"		
"0000000028999"	"028999"	"HIGHLIGHTER TWIN FOHL07 GRN"		
"0000000029000"	"029000"	"HIGHLIGHTER TWIN FOHL07 ORG"		
"0000000029001"	"029001"	"CLAY BAR MODELING T170 ASSTD"		
"0000000029002"	"029002"	"CRAYON JUMBO SUPER SJ012 12COL"		
"0000000029003"	"029003"	"CRAYON REGULAR R0048 48COL"		
"0000000029004"	"029004"	"FUJIXEROX TONER CT203555 BLK"		
"0000000012952"	"12952"	"NB WRITING BRIGTHS4W/MAR"		
"0000000012954"	"12954"	"NB SPIRAL NBA TOONS#18"		
"0000000012956"	"12956"	"NB SPIRAL CUTIES"		
"0000000012957"	"12957"	"NB SPIRAL JELLIES"		
"0000000012958"	"12958"	"NB SPIRAL TATTOO#2"		
"0000000012973"	"12973"	"NB SPI MISCHIEVOUS 80LVS 6X8IN"		
"0000000012974"	"12974"	"NB COMPO MISCHIEVOUS"		
"0000000012975"	"12975"	"NB WRI MISCHIEVOUS 80LVS"		
"0000000012976"	"12976"	"NB SPI TRANSFORMER 80LVS 6X8IN"		
"0000000012978"	"12978"	"NB WRI TRANSFORMER 80LVS"		
"0000000012980"	"12980"	"PAPER TRIMMER FUSION GUILLOTIN"		
"0000000012981"	"12981"	"PAPER TRIMMER NEUTRINO 54127"		
"0000000029005"	"029005"	"PARTS LX25 MOTOR"		
"0000000029006"	"029006"	"PARTS LX25/LX45 SEMI-FIN PCB"		
"0000000029007"	"029007"	"PARTS LX25 UPPER STRIPPER"		
"0000000029008"	"029008"	"PARTS LX25 LOWER STRIPPER"		
"0000000029009"	"029009"	"PARTS GEAR A/LX65 GEAR A1"		
"0000000029010"	"029010"	"PARTS GEAR B/LX65 GEAR B1"		
"0000000029011"	"029011"	"PARTS LX25/65 GEAR C"		
"0000000029012"	"029012"	"PARTS LX25/65 GEAR D"		
"0000000029013"	"029013"	"PARTS LX45 MOTOR"		
"0000000029014"	"029014"	"PARTS LX45 UPPER STRIPPER"		
"0000000029015"	"029015"	"PARTS LX45 LOWER STRIPPER"		
"0000000029016"	"029016"	"PARTS LX45 GEAR A SEMI-FIN PRO"		
"0000000029017"	"029017"	"PARTS LX45 GEAR B"		
"0000000029018"	"029018"	"PARTS LX45 GEAR C"		
"0000000029019"	"029019"	"PARTS LX45 GEAR D1"		
"0000000029020"	"029020"	"PARTS LX65 MOTOR"		
"0000000029021"	"029021"	"PARTS LX65 SEMI-FIN PCB"		
"0000000029022"	"029022"	"PARTS LX65 UPPER STRIPPER"		
"0000000029023"	"029023"	"PARTS LX65 LOWER STRIPPER"		
"0000000029024"	"029024"	"HP LAPTOP FD0130TU I5"		
"0000000012983"	"12983"	"CRAYON FABRIC 8COL"		
"0000000012986"	"12986"	"CRAYON LARGE SCHOOL"		
"0000000012988"	"12988"	"CRAYON WASHABLE"		
"0000000012993"	"12993"	"COLORED PENCIL WATERCOLOR"		
"0000000012997"	"12997"	"OIL PASTEL"		
"0000000012998"	"12998"	"PAPER HOLDER METAL 48IN"		
"0000000029025"	"029025"	"COPY PAPER 70GSM WHT A4 500RM"		
"0000000029026"	"029026"	"BOX STORAGE BLK 16.5X6.5X10IN"		
"0000000001183"	"1183"	"NB SPI COLOR CODING 80LVS 6X8"		
"0000000004568"	"4568"	"NB HARD BOUND WIREPIN 10SUBJ"		
"0000000004575"	"4575"	"NB WIREPIN REFILL 5SUBJ 6X8IN"		
"0000000006641"	"6641"	"RULER SRB252 HAPPY BUDDY TRANS"		
"0000000006644"	"6644"	"RULER KIDDIE 503638 CANDY CATS"		
"0000000006915"	"6915"	"CRAYON REGULAR 8COL"		
"0000000008135"	"8135"	"CRAYON REGULAR 16COL"		
"0000000008141"	"8141"	"CRAYON REGULAR 24COL"		
"0000000008144"	"8144"	"CRAYON TJ-C2008 TOM&JERRY"		
"0000000008152"	"8152"	"CRAYON TJ-J1008 TOM&JERRY"		
"0000000009293"	"9293"	"PENCIL #6611-3"		
"0000000009296"	"9296"	"PENCIL #6001-3"		
"0000000009302"	"9302"	"PENCIL #6001-1-12"		
"0000000009303"	"9303"	"PENCIL #6001-2-12"		
"0000000009306"	"9306"	"PENCIL #6051-3"		
"0000000000041"	"41"	"PHOTO PAPER GLOSSY JHPGX130GSM"		
"0000000000042"	"42"	"PHOTO PAPER MATTE JHMC130GSM"		
"0000000000045"	"45"	"NB SPI SMILEY CENTRAL 80LVS"		
"0000000000051"	"51"	"NB SPI BRITCHIKS 80LVS 6X8IN"		
"0000000000264"	"264"	"NB YARN BRITCHIKS 80LVS 6X8IN"		
"0000000000273"	"273"	"NB YARN CLASSIC 80LVS 6X8IN"		
"0000000000274"	"274"	"NB COMPO BRITCHICKS W/PLASTC"		
"0000000000596"	"596"	"NB COMPO SMILEY CENTRAL 80LVS"		
"0000000001439"	"1439"	"NB COMPO LITTLE PETSHOP 80LVS"		
"0000000001932"	"1932"	"NB WRI LITTLE PETSHO 80LVS 6X8"		
"0000000001939"	"1939"	"NB WRI MONO 80LVS 6X8IN"		
"0000000002578"	"2578"	"PENCILCASE TJR-4015"		
"0000000002905"	"2905"	"PENCILCASE JLR-3012"		
"0000000003217"	"3217"	"PENCILCASE TJ-FPC1415"		
"0000000003222"	"3222"	"PENCIL TOM&JERRY"		
"0000000003448"	"3448"	"PENCIL JUSTICE LEAGUE"		
"0000000003465"	"3465"	"INTEX SPEAKER IT1400W"		
"0000000029027"	"029027"	"EPSON MAINTENANCE BOX SCTX130"		
"0000000003471"	"3471"	"TABLE EXEC GSELP13 FIXED SIDE"		
"0000000029029"	"029029"	"ACRYLIC MENUSTAND HORIZ A4"		
"0000000004646"	"4646"	"CHAIR EXEC GSG1330 MESH W/HEAD"		
"0000000004652"	"4652"	"CORRECTION TAPE TY980"		
"0000000004654"	"4654"	"MEMO LINER STICK FLUORESCT GRN"		
"0000000004655"	"4655"	"MEMO LINER STICK FLUORESCT PNK"		
"0000000006176"	"6176"	"CANON INKCARTRIDGE PG810 BLK"		
"0000000006619"	"6619"	"CANON INKCARTRIDGE CL811 COL"		
"0000000006701"	"6701"	"NAME CARDHOLDER #5772 PLASTIC"		
"0000000006848"	"6848"	"NAME CARD HOLDER #5773 PLASTIC"		
"0000000006922"	"6922"	"FOLDER REPORT COVER 5546"		
"0000000013001"	"13001"	"ROLLERBALL PEN XTRA LIQUID 823"		
"0000000013002"	"13002"	"MECH PENCIL 552 BLU"		
"0000000013003"	"13003"	"MECH PENCIL 552 YEL"		
"0000000013004"	"13004"	"LAUNDRY MARKER 248 BLK"		
"0000000013005"	"13005"	"BALLPEN TWISTER FOREVER SKULL"		
"0000000013006"	"13006"	"BALLPEN TWISTER FOREVER CROSS"		
"0000000013007"	"13007"	"BALLPEN TWISTER FOREVER  ROSE"		
"0000000013008"	"13008"	"BALLPEN HILIGHTER 2IN1 DUO ID"		
"0000000013009"	"13009"	"FIBREPEN TOPLINER 911 REFILLAB"		
"0000000013010"	"13010"	"FIBREPEN TOPLINER 911 REFILLAB"		
"0000000013011"	"13011"	"FIBREPEN TOPLINER 911 REFILLAB"		
"0000000013012"	"13012"	"FIBREPEN TOPLINER 911 REFILLAB"		
"0000000013013"	"13013"	"BALLPEN CARBIC VD PHILS W LYA"		
"0000000013014"	"13014"	"BALLPEN CARBIC VC PHILS RETRAC"		
"0000000013016"	"13016"	"BALLPEN SLIDER MEMO XB BLU"		
"0000000013017"	"13017"	"BALLPEN SLIDER MEMO XB RED"		
"0000000013019"	"13019"	"BALLPEN SLIDER MEMO XB PNK"		
"0000000013020"	"13020"	"BALLPEN SLIDER MEMO XB VLT"		
"0000000013021"	"13021"	"BALLPEN SLIDER MEMO XB ORG"		
"0000000013022"	"13022"	"LANYARD DENIM BLK"		
"0000000013023"	"13023"	"LANYARD DENIM BLU"		
"0000000013024"	"13024"	"LANYARD DENIM"		
"0000000013025"	"13025"	"LANYARD TYPE BLK"		
"0000000013026"	"13026"	"LANYARD SPACE BLU"		
"0000000006979"	"6979"	"INKCARTRIDGE HPCN639WA"		
"0000000008418"	"8418"	"COPY PAPER 80GSM WHT LTR 500RM"		
"0000000008761"	"8761"	"COPY PAPER 80GSM WHT A4 500RM"		
"0000000008762"	"8762"	"COPY PAPER 80GSM WHT LGL 500RM"		
"0000000008982"	"8982"	"BOOKSTAND BS026 WOODEN"		
"0000000012465"	"12465"	"NB B7 BLK 50LVS"		
"0000000029031"	"029031"	"HP PRINTER SMART TANK 210"		
"0000000029032"	"029032"	"HP PRINTER SMART TANK 520"		
"0000000029033"	"029033"	"HP PRINTER SMART TANK 580"		
"0000000013037"	"13037"	"NB SPIRAL A5-40125"		
"0000000029034"	"029034"	"NB JOURNAL DOTTED 120G METLBLK"		
"0000000029047"	"029047"	"SERVICES QUIX STAMP SETQ16 RED"		
"0000000029048"	"029048"	"HP PRINTHEAD MOH50AA COL"		
"0000000029049"	"029049"	"HP PRINTHEAD X4E75AA BLK"		
"0000000029050"	"029050"	"FUJITSU SCANNER IX1300"		
"0000000013057"	"13057"	"HOOK SUCTION CLR"		
"0000000013059"	"13059"	"CARD HOLDER CCA19SF24 BLK"		
"0000000013060"	"13060"	"CARD HOLDER CCA15SF25 BLK"		
"0000000013068"	"13068"	"CONT FORM 4PLY SUB16 11X9.5IN"		
"0000000029051"	"029051"	"ID CARD HORI A001 W/ZIPLOCK"		
"0000000013071"	"13071"	"BOARD FLUORES ASSTD 11X14IN 5S"		
"0000000013072"	"13072"	"EXP FILE LETTER 9POCKET"		
"0000000013075"	"13075"	"GENIUS HEADSET HS105"		
"0000000013076"	"13076"	"GENIUS SPEAKER SDI160"		
"0000000029052"	"029052"	"HP TONER 206A W2110A BLK"		
"0000000029053"	"029053"	"HP TONER 206A W2111A CYAN"		
"0000000029054"	"029054"	"HP TONER 206A W2112A MAG"		
"0000000029055"	"029055"	"HP TONER 206A W2113A YEL"		
"0000000029073"	"029073"	"FUJIFILM WASTE TONER CWAA0980"		
"0000000029076"	"029076"	"SCHOOL KIT MONGOL W/TOYSHARPNR"		
"0000000029077"	"029077"	"BOX STORAGE ASSTD 400X265X55"		
"0000000029078"	"029078"	"BOX STORAGE TAPE FREE ASSMBLY"		
"0000000029080"	"029080"	"GLUE SUPER GEL NO DRIP"		
"0000000029081"	"029081"	"GLUE SUPER ORIGINAL MULTI"		
"0000000013088"	"13088"	"PRINTER T13"		
"0000000013091"	"13091"	"CD PP SLEEVE CD839 ASSTD COL"		
"0000000013094"	"13094"	"LEXMA MOUSE WRD R301 YOYO"		
"0000000029087"	"029087"	"EPSON PRINTER WFC5390"		
"0000000029088"	"029088"	"EPSON PRINTER WFC5890"		
"0000000029089"	"029089"	"EPSON INKPACK C13T11F100 BLK"		
"0000000029090"	"029090"	"EPSON INKPACK C13T11F200 CYN"		
"0000000029091"	"029091"	"EPSON INKPACK C13T11F300 MAG"		
"0000000029092"	"029092"	"EPSON INKPACK C13T11F400 YEL"		
"0000000013104"	"13104"	"TIMECARD FOR NB180 CRM 100S"		
"0000000013106"	"13106"	"AVR FOR DESKTOP COMPUTER"		
"0000000013120"	"13120"	"BACKREST 9190801 SLIMLINE"		
"0000000029093"	"029093"	"CHAIR B1T1 SK303C MESH BACK"		
"0000000029094"	"029094"	"CHAIR B1T1 SK303C MESH BACK"		
"0000000029095"	"029095"	"CHAIR B1T1 SK303C MESH BACK"		
"0000000029096"	"029096"	"PERM MARKER TWIN FOPM01 BLK"		
"0000000029097"	"029097"	"HP PRINTER 2875"		
"0000000013108"	"13108"	"AVR FOR DESKTOP COMPUTER"		
"0000000013109"	"13109"	"NB CLIP BINDER MAKE A ST 3SUBJ"		
"0000000013123"	"13123"	"NB SPIRAL BUNNY"		
"0000000013125"	"13125"	"NB SPI UNIVERSITY RE 80LVS"		
"0000000013126"	"13126"	"NB SPI UNIVERSITY RE 96LVS"		
"0000000013135"	"13135"	"TPLINK ROUTER TLWR740N"		
"0000000013137"	"13137"	"TAPE MASKING TARTAN 12MMX20M"		
"0000000013138"	"13138"	"TAPE MASKING TARTAN 18MMX20M"		
"0000000013139"	"13139"	"TAPE MASKING TARTAN 24MMX20M"		
"0000000013140"	"13140"	"TAPE MASKING TARTAN 36MMX20M"		
"0000000013141"	"13141"	"TAPE MASKING TARTAN 48MMX20M"		
"0000000013142"	"13142"	"TAPE CELO MS5001250 TRANSP"		
"0000000013143"	"13143"	"TAPE CELO MS5001850 TRANSP"		
"0000000013144"	"13144"	"TAPE CELO MS5002450 TRANSP"		
"0000000013145"	"13145"	"TAPE CELO MS5001225 TRANSP"		
"0000000013146"	"13146"	"TAPE CELO MS5001825 TRANSP"		
"0000000013147"	"13147"	"TAPE CELO UTILITY CLR 12MMX30M"		
"0000000013149"	"13149"	"TAPE CELO UTILITY CLR 24MMX30M"		
"0000000013150"	"13150"	"TAPE CELO UTILITY CLR 12MMX15M"		
"0000000013151"	"13151"	"TAPE CELO UTILITY CLR 18MMX15M"		
"0000000013152"	"13152"	"TAPE PACKING 3620 TAN 48MMX20M"		
"0000000013153"	"13153"	"TAPE PACKING 3620 CLR 48MMX20M"		
"0000000013155"	"13155"	"TAPE 2SIDED TISSUE 12MMX10M"		
"0000000013156"	"13156"	"TAPE 2SIDED TISSUE 18MMX10M"		
"0000000013158"	"13158"	"TAPE MAGIC 810 TRANS 12MMX25M"		
"0000000013159"	"13159"	"TAPE MAGIC 810 TRANS 18MMX25M"		
"0000000013160"	"13160"	"TAPE MAGIC 810 TRANS 18MMX50M"		
"0000000013161"	"13161"	"TAPE MAGIC 810 TRANS 24MMX50M"		
"0000000013162"	"13162"	"TAPE MAGIC 810 TRANS 19X16.5M"		
"0000000013163"	"13163"	"TAPE DUCT 1110A SCOTCH SIL 9M"		
"0000000013164"	"13164"	"TAPE 2SIDED FOAM 1105A 24MMX5M"		
"0000000013166"	"13166"	"HOOK MOUNTING 17003"		
"0000000013167"	"13167"	"HOOK UTILITY 17001 MED 1.3KG"		
"0000000013168"	"13168"	"POST IT FLAG 6801 50FLAGS"		
"0000000013169"	"13169"	"POST IT FLAG 6802 50FLAGS"		
"0000000013170"	"13170"	"POST IT FLAG 6803 50FLAGS"		
"0000000013172"	"13172"	"POST IT FLAG 6805 50FLAGS"		
"0000000013173"	"13173"	"POST IT FLAG 6809 SIGN HERE"		
"0000000013174"	"13174"	"POST IT FLAG 6835CF 100FLAGS"		
"0000000013175"	"13175"	"POST-IT FLAG 689 W/PEN"		
"0000000013176"	"13176"	"POST IT FLAG 689 W/HIGHLIGHTER"		
"0000000013177"	"13177"	"POST IT PAGE 6714AU"		
"0000000013178"	"13178"	"STICKY NOTE PAGE 6705AN POSTIT"		
"0000000013180"	"13180"	"STICKY NOTE CUBES 2051OCW POST"		
"0000000013181"	"13181"	"POST IT NOTE CUBES 2051FLT"		
"0000000013182"	"13182"	"POST-IT NOTE CUBES 2051SP"		
"0000000013183"	"13183"	"STICKY NOTE 656 100S PNK 2X3IN"		
"0000000013184"	"13184"	"STICKY NOTE 656 100S YEL 2X3IN"		
"0000000013185"	"13185"	"STICKY NOTE 656 100S BLU 2X3IN"		
"0000000013186"	"13186"	"STICKY NOTE654 100S DPPNK3X3IN"		
"0000000013187"	"13187"	"STICKY NOTE 657 100S YEL 3X4IN"		
"0000000013188"	"13188"	"STICKY NOTE 655 100S YEL 3X5IN"		
"0000000013189"	"13189"	"STICKY NOTE 660 100S YEL 4X6IN"		
"0000000029098"	"029098"	"HP INKCARTRIDGE 975XL LOS09AA"		
"0000000029099"	"029099"	"HP INKCARTRIDGE 975XL LOS00AA"		
"0000000013190"	"13190"	"BOX STORAGE SLIM TOP COVER"		
"0000000013191"	"13191"	"BOX STORAGE TOP COVER KFT"		
"0000000029100"	"029100"	"CARTOLINA 80GSM TURQ 22.5X28.5"		
"0000000029101"	"029101"	"CARTOLINA 80GSM GRN 22.5X28.5"		
"0000000013192"	"13192"	"CASIO CALC STANDARD SL1110TV"		
"0000000013193"	"13193"	"CALC SL1110TV-WE"		
"0000000013196"	"13196"	"NB COMPO BATMAN W/PLASTIC"		
"0000000013122"	"13122"	"NB COMPO EMOTICON CCODE W/PLAS"		
"0000000013203"	"13203"	"STAMP E900 ESSENTIAL LINE"		
"0000000013204"	"13204"	"INDEX CARD RBS WHT 3X5IN 50S"		
"0000000013205"	"13205"	"INDEX CARD RBS WHT 4X6IN 50S"		
"0000000013206"	"13206"	"INDEX CARD RBS WHT 5X8IN 50S"		
"0000000013207"	"13207"	"MIMEO PAPER COLORED BLU LTR"		
"0000000013209"	"13209"	"MIMEO PAPER COLORED YEL LTR"		
"0000000013210"	"13210"	"MIMEO PAPER COLORED YEL LGL"		
"0000000013212"	"13212"	"MIMEO PAPER COLORED PNK LGL"		
"0000000013215"	"13215"	"LCD SCREEN CLEANING KIT SET"		
"0000000013216"	"13216"	"BALLPOINTPEN PULSEPRO131801BLK"		
"0000000013217"	"13217"	"BALLPOINTPEN PULSEPRO131803BLU"		
"0000000013219"	"13219"	"LIGHT EASY LED PL-314"		
"0000000013220"	"13220"	"TISSUE WIPES 15SHT"		
"0000000029102"	"029102"	"PARTS 225CI CONTROL PCB"		
"0000000013227"	"13227"	"ALCATEL PHONE TEMPORIS SLIM"		
"0000000013229"	"13229"	"UNIDEN PHONE AS7502 2LINE"		
"0000000029103"	"029103"	"EPSON PRINTER M2170"		
"0000000013231"	"13231"	"UNIDEN PHONE AS7301"		
"0000000013233"	"13233"	"NIPPON PHONE WLS NP2201"		
"0000000013234"	"13234"	"UNIDEN PHONE AS7403"		
"0000000013236"	"13236"	"HP PRINTER LJP1102"		
"0000000013240"	"13240"	"WALL CLOCK 829"		
"0000000013241"	"13241"	"WALL CLOCK 6294"		
"0000000013242"	"13242"	"BUSINESS CARD POCKET YP34 ADHE"		
"0000000013243"	"13243"	"CD/DVD POCKET YP31 10S W/ADHE"		
"0000000013244"	"13244"	"CORNER POCKET YP11 W/ADHESIVE"		
"0000000013245"	"13245"	"POCKET YP32 W/ADHESIVE 5S A4"		
"0000000013246"	"13246"	"POCKET YP33 W/ADHESIVE 5S A4"		
"0000000013247"	"13247"	"FILING POCKET YP20 W/ADHESIV"		
"0000000013249"	"13249"	"PAINT FABRIC 10COL"		
"0000000013250"	"13250"	"CLOCK EDUCATIONAL"		
"0000000013251"	"13251"	"CANVAS BOARD STRETCHED 18X24"		
"0000000013253"	"13253"	"CANVAS BOARD STRETCHED 24X36"		
"0000000013254"	"13254"	"WATERCOLOR SET BARBIE 16COL"		
"0000000013266"	"13266"	"ADAPTOR POWER UNIVERSAL IT-AD"		
"0000000013273"	"13273"	"HP PRINTER LJM1132"		
"0000000013275"	"13275"	"SMART BRO STARTER PLUG IT"		
"0000000000055"	"55"	"STORAGE FILECASE EXECUTIVE"		
"0000000002535"	"2535"	"HP TONER CE285 BLK"		
"0000000029104"	"029104"	"DELL MONITOR S2721HN"		
"0000000006407"	"6407"	"COPY PAPER"		
"0000000006408"	"6408"	"COPY PAPER 70GSM WHT A4 500RM"		
"0000000006441"	"6441"	"CLEARBOOK REFILLBLE RB2720CHEK"		
"0000000013276"	"13276"	"STICKY NOTE654 100S DPYEL3X3IN"		
"0000000013277"	"13277"	"STICKY NOTE654 100S DPBLU3X3IN"		
"0000000013278"	"13278"	"DISPENSER TAPE 155 DONUT ASSTD"		
"0000000013284"	"13284"	"SCRATCHPAD 382 WHT 4X6IN 120P"		
"0000000013285"	"13285"	"SCRATCHPAD 383 WHT 5X8IN 120P"		
"0000000013286"	"13286"	"SCRATCHPAD 385 YEL 4X6IN 120P"		
"0000000013287"	"13287"	"SCRATCHPAD 386 YEL 5X8IN 120P"		
"0000000029105"	"029105"	"PARTS P36 ROCKER"		
"0000000029106"	"029106"	"PARTS 36C BEARING PLATE A"		
"0000000029107"	"029107"	"PARTS 36C BEARING PLATE B"		
"0000000006579"	"6579"	"INDEX CARD  RBS WHT 5X8IN 50S"		
"0000000006606"	"6606"	"PERMA MARKER SCF RED FINE"		
"0000000006607"	"6607"	"PERMA MARKER SCF BLU FINE"		
"0000000029108"	"029108"	"CHAIR TASK SK1021S MESH"		
"0000000029109"	"029109"	"CHAIR TASK SK1021S MESH"		
"0000000029110"	"029110"	"CHAIR TASK SK1021S MESH"		
"0000000029111"	"029111"	"CHAIR TASK SK1021S MESH"		
"0000000029112"	"029112"	"CHAIR EXEC M18G MESH 3D ARM"		
"0000000029113"	"029113"	"CHAIR EXEC M18G MESH 3D ARM"		
"0000000029114"	"029114"	"CHAIR EXEC M18G MESH 3D ARM"		
"0000000029115"	"029115"	"CHAIR EXEC M18G MESH 3D ARM"		
"0000000029116"	"029116"	"CHAIR EXEC L97 MESH W/FOOTRES"		
"0000000029117"	"029117"	"CHAIR EXEC L97 MESH W/FOOTRES"		
"0000000029118"	"029118"	"CHAIR EXEC L97 MESH W/FOOTRES"		
"0000000029119"	"029119"	"CHAIR EXEC L97 MESH W/FOOTRES"		
"0000000029121"	"029121"	"PLANNER NB 366DAYS IVO 80G"		
"0000000029122"	"029122"	"PLANNER NB 366WEEKLY WHT 80G"		
"0000000006583"	"6583"	"NIBO RIBBON NB180"		
"0000000006610"	"6610"	"HP CALC HANDHELD F2239AA"		
"0000000029123"	"029123"	"PARTS 100M MOTOR"		
"0000000029124"	"029124"	"PARTS 100M PCB"		
"0000000013288"	"13288"	"CUTTING STRIPS KIT CRC54115 A4"		
"0000000013289"	"13289"	"CUTTING STRIPS KIT CRC54116 A3"		
"0000000006611"	"6611"	"SCREEN PROTECTOR FOR IPOD"		
"0000000006622"	"6622"	"GTK TRAY LAPTOP DT101 W/LED"		
"0000000006679"	"6679"	"TIMECARD FOR MODEL9000 WHT100S"		
"0000000006698"	"6698"	"KEY TAG PAPER S12"		
"0000000006720"	"6720"	"LAMINATOR MARS A3 57010/11"		
"0000000006728"	"6728"	"ENV DOCU 747 ASSTD LTR 5PCK"		
"0000000006729"	"6729"	"ENV DOCU 747 ASSTD LGL 5PCK"		
"0000000006730"	"6730"	"ENV EXP W/ELASTIC KFTWHT LTR"		
"0000000006789"	"6789"	"HP INKCARTRIDGE Q8893AA COL"		
"0000000006793"	"6793"	"HP INKCARTRIDGE CC621AA BLK"		
"0000000006794"	"6794"	"HP INKCARTRIDGE CC628AA BLKCOL"		
"0000000006829"	"6829"	"HP INKCARTRIDGE CC630AA BLKCOL"		
"0000000006850"	"6850"	"HP INKCARTRIDGE CN067AA BLKCOL"		
"0000000006960"	"6960"	"CONT FORM COLCODING W-Y-P 3PLY"		
"0000000007043"	"7043"	"CARD HOLDER SF23 80PCKT"		
"0000000007047"	"7047"	"STRAP BCI CABLE"		
"0000000007050"	"7050"	"STRAP FOR FOLDER STRETCHABLE"		
"0000000029125"	"029125"	"HP TONER W1510A 151A BLK"		
